cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;cnpj_completo;situacao_cadastral_descricao;atividade_afl;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte;ente_federativo_responsavel;porte_descricao
37908457;0001;09;1;;02;20200730;00;;;20200730;5611203;5620104,1096100,5620101,9001902,4729699,5612100,1094500;RUA;ICO;108;"GALPAO MUCURIPE MODA CENTER;ANDAR 01;QUIOSQ 01";CENTRO;60055010;CE;1389;85;32493354;;;;;FABIODENAZARELIMA@GMAIL.COM;;;37908457000109;Ativa;Lanchonetes e casas de chá;;;;;;;
37908539;0001;53;1;;02;20230119;00;;;20200730;5611201;5611203;AVENIDA;JOAQUIM ROSA;514;CONJ 3;PARQUE AEROPORTO;27963686;RJ;5847;22;97003134;;;;;LUCASRIIBEIRO2@GMAIL.COM;;;37908539000153;Ativa;Restaurantes;;;;;;;
37909539;0001;78;1;;02;20200730;00;;;20200730;5611203;5620104,4729699,5611204;RUA;SANTO ANDRE;57;;ARACUI;29360000;ES;5627;28;35421667;;;;;;;;37909539000178;Ativa;Lanchonetes e casas de chá;;;;;;;
37909860;0001;52;1;;02;20200730;00;;;20200730;5611201;;10A RUA;JOAQUIM JETRO NOGUEIRA;S/N;;CENTRO;64995000;PI;1059;89;81370888;;;;;STEFANNYB333@GMAIL.COM;;;37909860000152;Ativa;Restaurantes;;;;;;;
37910737;0001;51;1;CHURRASCARIA ESQUINA DO BAIAO;02;20200730;00;;;20200730;5611201;4723700;RUA;DELFIM DE SOUZA;797;;PETROPOLIS;69063460;AM;0255;92;33073384;92;92342004;;;NACELITON.LIMA@HOTMAIL.COM;;;37910737000151;Ativa;Restaurantes;;;;;;;
37910773;0001;15;1;;02;20200730;00;;;20200730;5620104;5320202,4781400,1096100,9602501,5620101,5229099;ESTRADA;DA COVANCA;2031;;TANQUE;22735020;RJ;6001;21;24544507;;;;;SOUZAPRISCILLA548@GMAIL.COM;;;37910773000115;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37911375;0001;13;1;;02;20200730;00;;;20200730;5611203;;RUA;AMELIA RODRIGUES PUTTINI;903;;JARDIM BOA ESPERANCA;15405000;SP;6779;17;81873062;;;;;VANILDINHA66@GMAIL.COM;;;37911375000113;Ativa;Lanchonetes e casas de chá;;;;;;;
37912585;0001;26;1;;02;20200730;00;;;20200730;5611201;5320202;AVENIDA;NOSSA SENHORA DAS VITORIAS (JD CONCEICAO);498;ANEXO 2;CENTRO;09910140;SP;6377;11;41020627;;;;;RICK_HIPER@MSN.COM;;;37912585000126;Ativa;Restaurantes;;;;;;;
37913045;0001;67;1;;02;20250310;00;;;20200730;5611204;5620104,1096100,5620101,5611201,1013901,5611203,1094500;AVENIDA;DAS AMERICAS;5001;;BARRA DA TIJUCA;22631004;RJ;6001;21;98110188;;;;;FINOCORTE.BARRA@GMAIL.COM;;;37913045000167;Ativa;Bares sem entretenimento;;;;;;;
37913059;0001;80;1;;02;20200730;00;;;20200730;5611203;5620104,4712100,5611204,1091101;AVENIDA;PAULO COSTA PEREIRA;289;;CONJUNTO HABITACIONAL JULIO SIDNEY PINTO;37200630;MG;4763;35;99308630;;;;;CONTATO@JULIANACONTABIL.COM;;;37913059000180;Ativa;Lanchonetes e casas de chá;;;;;;;
37913115;0001;87;1;;02;20200730;00;;;20200730;4721102;;RUA;MANOEL DE SOUZA LIMA;6;;MONSUABA;23916075;RJ;5801;24;92461275;;;;;ADM.EMFAMILIA@GMAIL.COM;;;37913115000187;Ativa;Padaria e confeitaria;;;;;;;
37913991;0001;03;1;;02;20200730;00;;;20200730;5611201;5320202,5620104,4722901,5620103,4723700,7319002,5612100,4520005,5611203,4722902;RUA;CARLO ROSSI;50;CASA;JARDIM FRATERNIDADE;05870080;SP;7107;11;47500561;;;;;KAMAKURAMBOI@GMAIL.COM;;;37913991000103;Ativa;Restaurantes;;;;;;;
37914823;0001;32;1;;02;20200730;00;;;20200730;5611203;4723700;RUA;RUI BARBOSA;1140;QUADRA J LOTE 13;CENTRO;76640000;GO;9617;62;92827619;;;;;;;;37914823000132;Ativa;Lanchonetes e casas de chá;;;;;;;
37915052;0001;06;1;PALATO CASA DE COMIDA;02;20200730;00;;;20200730;5611201;4723700;RUA;AMANCIO DE MIRANDA;280;;EDUCANDOS;69070000;AM;0255;92;81917290;;;92;36243882;HCMCMARIECRISPIM@GMAIL.COM;;;37915052000106;Ativa;Restaurantes;;;;;;;
37915332;0001;06;1;;02;20200730;00;;;20200730;5611203;5611204;RUA;ANACLETO RAMOS;64;ANEXO LOJA A;FERROVIARIOS;29308022;ES;5623;28;99911212;;;;;MAESTRO.301210@GMAIL.COM;;;37915332000106;Ativa;Lanchonetes e casas de chá;;;;;;;
37915861;0001;00;1;MARRETA DISTRIBUIDORA;02;20200730;00;;;20200730;5611205;4712100,4722901,4723700,4724500,5611203,5620104;RUA;DOS BURITIS;129;;TREZE DE SETEMBRO;69308070;RR;0301;95;91141296;;;;;SILMARTILES@GMAIL.COM;;;37915861000100;Ativa;Bares com entretenimento;;;;;;;
37916701;0001;85;1;;02;20200730;00;;;20200730;5620104;1096100,5620101,1094500;RUA;SANTO ANTONIO;20;CONJ;ITACIBA;29150290;ES;5625;27;88478431;;;;;RUTHLEIA2018@OUTLOOK.COM;;;37916701000185;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37917096;0001;67;1;;02;20200730;00;;;20200730;5611203;4723700,7319002;RUA;JOAO GABRIEL MARTINS;1145;;VILA PROHMANN;83900000;PR;7887;42;88163866;;;;;LIDIA.REGA@HOTMAIL.COM;;;37917096000167;Ativa;Lanchonetes e casas de chá;;;;;;;
37917367;0001;84;1;;02;20200730;00;;;20200730;5611204;4712100,5611203;RUA;MARIO FELIPE DOS SANTOS;970;;SOBRADINHO;36501270;MG;5397;32;98329816;;;;;BRUNONALON21@GMAIL.COM;;;37917367000184;Ativa;Bares sem entretenimento;;;;;;;
37917584;0001;74;1;;02;20200730;00;;;20200730;5611204;;RUA;HUMAITA;1905;;VILA CARVALHO;17205120;SP;6607;14;88097870;;;;;;;;37917584000174;Ativa;Bares sem entretenimento;;;;;;;
37917905;0001;30;1;;02;20200730;00;;;20200730;5620104;;AVENIDA;ARATICUM;411;;VILA MORENINHA III;79065700;MS;9051;67;33936176;;;;;VANDESKAROL3@GMAIL.COM;;;37917905000130;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37919434;0001;08;1;QUIOSQUE COMERCIO DE ALIMENTOS EIRELI;02;20200730;00;;;20200730;5611203;4729699,5611201;RODOVIA;LUIZ ROSSO;7722;;DAGOSTIM;88812000;SC;8089;48;99909270;;;;;JOANIR.A.J.C@GMAIL.COM;;;37919434000108;Ativa;Lanchonetes e casas de chá;;;;;;;
37919493;0001;78;1;BAR E RESTAURANTE RECANTO DAS PACAS;02;20260801;00;;;20200730;5611201;5611203,5611204;ESTRADA;DO ALFEIRAO;SN;KM 4;ZONA RURAL;39410000;MG;4865;38;99566072;;;;;JAIRMARTINSMG1@GMAIL.COM;;;37919493000178;Ativa;Restaurantes;;;;;;;
37919642;0001;07;1;;02;20260706;00;;;20200730;5611203;5611204;AVENIDA;ARARAQUARA;1167;;JARDIM PAULISTA;77600000;TO;9519;63;92533966;;;;;;;;37919642000107;Ativa;Lanchonetes e casas de chá;;;;;;;
37920681;0001;16;1;;02;20251203;00;;;20200730;5620104;1096100,7319002;RUA;ANTONIO DA SILVA LOBO JUNIOR;205;;CIDADE DOMITILA;04387050;SP;7107;11;50795377;;;;;CIDA734@GMAIL.COM;;;37920681000116;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37920704;0001;92;1;;02;20240320;00;;;20200730;5611203;;RUA;HENRIQUE DIAS;16;"LOTE 16;QUADRA 06";GRAMACHO;25050260;RJ;5833;21;93332554;;;;;VINICIUS_17RJ@HOTMAIL.COM;;;37920704000192;Ativa;Lanchonetes e casas de chá;;;;;;;
37921600;0001;00;1;;02;20200730;00;;;20200730;5620104;;RUA;RIO HUDSON;702;CASA 02;RIACHO DAS PEDRAS;32280580;MG;4371;31;75612512;;;;;GORETEDUQUE81@GMAIL.COM;;;37921600000100;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37921839;0001;72;1;;02;20260423;00;;;20200730;5611203;5620104,4723700,5611201;RUA;LEA ARANHA;00;;REDENTOR;26110100;RJ;2909;21;27863043;;;;;ALEXANDRA.DE.SOUZA2006@GMAIL.COM;;;37921839000172;Ativa;Lanchonetes e casas de chá;;;;;;;
34036144;0001;10;1;;02;20190626;00;;;20190626;5611203;5620104,4789099,1096100,4723700,5620101,1033302,4721102,1091102,5611201,1095300,1094500,1091101;AVENIDA;REPUBLICA;26;LOJA 2;CENTRO;07500000;SP;7037;11;23582031;;;;;ADAILTON.ESLI@GMAIL.COM;;;34036144000110;Ativa;Lanchonetes e casas de chá;;;;;;;
37922312;0001;62;1;;02;20200730;00;;;20200730;5620104;1096100,5620101,1094500;RUA;CARLOS BIGATTI;65;CONJ;JARDIM CASTELO;03728210;SP;7107;11;54079729;;;;;SONIAJHN@TERRA.COM.BR;;;37922312000162;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37922789;0001;48;1;;02;20260608;00;;;20200730;5611205;4723700,5611204;RUA;LAVOISIER;4;CONJ 11 QUADRA 58;PARQUE PAULISTA;25261390;RJ;5833;21;90634202;;;;;JULIOCEZARJUNIOR15@GMAIL.COM;;;37922789000148;Ativa;Bares com entretenimento;;;;;;;
37922840;0001;11;1;;02;20250110;00;;;20200730;5611203;5320202;RUA;DO MAXIXE;65;;SENHORA DA CONCEICAO - 2A SECAO;32183659;MG;4371;31;33947363;;;;;GUIGUIQIX91@GMAIL.COM;;;37922840000111;Ativa;Lanchonetes e casas de chá;;;;;;;
37923082;0001;56;1;PANIFICADORA A PREDILETA;02;20200730;00;;;20200730;4721102;1091102,4712100,4721103,4723700,4930201,4930202,5611203;AVENIDA;ELISIO MOUSINHO;210;;CENTRO;64845000;PI;1119;89;94170778;;;;;;;;37923082000156;Ativa;Padaria e confeitaria;;;;;;;
37923295;0001;88;1;;02;20230526;00;;;20200730;5611203;;RUA;DOM PEDRO MASSA;38;;CAMPO GRANDE;23085340;RJ;6001;21;31554490;;;;;CARLAALVES9148@GMAIL.COM;;;37923295000188;Ativa;Lanchonetes e casas de chá;;;;;;;
37593271;0001;08;1;SHOW DE PIZZAIOLO EXPRESS;02;20200702;00;;;20200702;5611201;;RUA;CORONEL JOAQUIM ROBERTO DUARTE;720;;NOSSA SENHORA APARECIDA;37553502;MG;5049;35;97301888;12;91937245;31;95022952;ROYTER-CONTABILIDADE@HOTMAIL.COM;;;37593271000108;Ativa;Restaurantes;;;;;;;
37923485;0001;03;1;;02;20200731;00;;;20200731;5611203;7739099,4543900,7719599,5590602,4530703,2950600,5590699,5611201,4929902,4520001,8230002;RUA;PRINCIPE HANS ADANS;222;;PARQUE DOS PRINCIPES;12310024;SP;6589;12;39532310;;;;;JULIACARLAFELIPE@GMAIL.COM;;;37923485000103;Ativa;Lanchonetes e casas de chá;;;;;;;
37923540;0001;57;1;;02;20200731;00;;;20200731;5620104;5611201;RUA;TOCANTINS;702;CONJ;MORRO DAS BICAS;34400000;MG;5077;31;94064179;;;;;MISLENESOUZA722@YAHOO.COM.BR;;;37923540000157;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37923709;0001;79;1;;02;20200731;00;;;20200731;5611204;4723700;10A RUA;LUIZ SIMONASSI;50;;SAO JACINTO;29665000;ES;0764;27;96044240;;;;;NOSSOCREDITO_SRC2018@OUTLOOK.COM;;;37923709000179;Ativa;Bares sem entretenimento;;;;;;;
37924383;0001;02;1;BURGERS & GAMES TIC TAC;02;20200731;00;;;20200731;5611203;5611201,5620104,9329804;PRACA;VIVALDI LEITE RIBEIRO;17;;CENTRO;37480000;MG;4755;35;32713188;;;;;ALESSANDROTEIXEIRAAMARO@YAHOO.COM.BR;;;37924383000102;Ativa;Lanchonetes e casas de chá;;;;;;;
37924467;0001;38;1;;02;20240515;00;;;20200731;5611205;4723700,4712100;AVENIDA;CRUZEIRO;405;;VILA ROMANA;12722000;SP;6369;12;82234321;;;;;PAULINHOCRZSP@OUTLOOK.COM;;;37924467000138;Ativa;Bares com entretenimento;;;;;;;
37924480;0001;97;1;;02;20200731;00;;;20200731;4721102;4723700,4724500;ESTRADA;PONTE SECA;106;;PONTE SECA;28495000;RJ;2919;22;0;;;;;;;;37924480000197;Ativa;Padaria e confeitaria;;;;;;;
37924676;0001;81;1;;02;20200731;00;;;20200731;5620104;;RUA;WALDEMAR BATISTA TAVARES;05;"BLOCO 7;APT 04";JARDIM ITAMARATY V;37709165;MG;5035;35;88413281;;;;;CAROLCARVALHO58119@GMAIL.COM;;;37924676000181;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37924722;0001;42;1;;02;20231219;00;;;20200731;5611201;5611203,5611205;RUA;DOS GUSMOES;229;LOJA;SANTA EFIGENIA;01212001;SP;7107;11;94785408;;;;;CONSTRUTORATARDELLIRH@GMAIL.COM;;;37924722000142;Ativa;Restaurantes;;;;;;;
37924827;0001;00;1;DON CAFEZITO;02;20200731;00;;;20200731;5611203;4753900,4759899;SETOR;SRTVN QUADRA 702 EDIFICIO BRASILIA RADIO CENTER, TERREO;13;;ASA NORTE;70719000;DF;9701;61;82006549;61;99642598;;;GECIARALUZ@HOTMAIL.COM;;;37924827000100;Ativa;Lanchonetes e casas de chá;;;;;;;
37925220;0001;36;1;;02;20200731;00;;;20200731;5611201;5611203,9700500;RUA;ALCIDES FERREIRA DA SILVA;3960;CONJ;BARRA NOVA;28990202;RJ;5909;22;97148946;;;;;MARTALUCIA_SAQUA@HOTMAIL.COM;;;37925220000136;Ativa;Restaurantes;;;;;;;
37925810;0001;69;1;;02;20200731;00;;;20200731;5611204;5611203;RUA;DONA AFRA;8;LOTE  8                   QUADRA8;PARQUE SANTIAGO;26377340;RJ;2911;21;26656302;21;97384000;;;JBCCONTAB@GMAIL.COM;;;37925810000169;Ativa;Bares sem entretenimento;;;;;;;
37925926;0001;06;1;DULCE BURGERS E FRITAS;02;20200731;00;;;20200731;5620104;4723700,1092900;RUA;FREI ROGERIO ESQUINA COM A RUA BENJAMIN COLLA;943;;NOSSA SENHORA DE LOURDES;89620000;SC;8069;49;91986869;49;88327091;;;MOCELIN.ATALIZE@GMAIL.COM;;;37925926000106;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37925978;0001;74;1;;02;20200731;00;;;20200731;5620104;;RUA;ALFREDO SCHILICK;464;;CHACARA FLORA;25635201;RJ;5877;24;22468829;;;;;WMOTTA61@GMAIL.COM;;;37925978000174;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37926081;0001;65;1;;02;20200731;00;;;20200731;5611203;;AVENIDA;DOUTOR ACURCIO TORRES;2819;;PIRATININGA;24358080;RJ;5865;21;26038098;;;;;RAPPARINI1980@GMAIL.COM;;;37926081000165;Ativa;Lanchonetes e casas de chá;;;;;;;
37926155;0001;63;1;;02;20200731;00;;;20200731;5611201;4712100,5611204,5611203,5611205;AVENIDA;PAI JOAO;S/N;;NOSSA SENHORA APARECIDA;29960000;ES;5631;27;95008066;;;;;ROMILDOCTB@YAHOO.COM.BR;;;37926155000163;Ativa;Restaurantes;;;;;;;
37926190;0001;82;1;;02;20260802;00;;;20200731;5611204;5620104,5611201,5611205;ESTRADA;ESTRADA DO BONSUCESSO,  KM 2,5   ALTOS DO CAETE 00;14960;;ALTOS DO CAETE;12213992;SP;7099;12;96718776;;;;;CONTABILIDADE.VICHI@GMAIL.COM;;;37926190000182;Ativa;Bares sem entretenimento;;;;;;;
32325155;0001;94;1;;02;20250409;00;;;20181228;5620104;5612100;RUA;JOAO LUIZ DA SILVA;646;;ZEQUINHA AMENDOLA;14781260;SP;6209;17;91786382;;;;;ROGERIOMARINHO341@GMAIL.COM;;;32325155000194;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37926605;0001;18;1;;02;20250701;00;;;20200731;5611203;;RUA;18 (POLO DE MODAS);32;CONJ DE MODAS;GUARA II;71070518;DF;9701;61;85773169;;;;;DANIELF.WOLSKI13@GMAIL.COM;;;37926605000118;Ativa;Lanchonetes e casas de chá;;;;;;;
31666674;0001;53;1;;02;20251201;00;;;20181002;5620104;4712100,5611203;AVENIDA;OIAPOQUE;156;;CENTRO;30111070;MG;4123;75;99710301;;;;;CARLABBASTOS@HOTMAIL.COM;;;31666674000153;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37927708;0001;00;1;;02;20251201;00;;;20200731;5611203;;RUA;DO MERCADO;45;;BELA VISTA;57241400;AL;2871;82;93907841;;;;;MICUTALIMA18@GMAIL.COM;;;37927708000100;Ativa;Lanchonetes e casas de chá;;;;;;;
13574594;1245;96;2;FILIAL PLK AUGUSTA X MATHIAS AIRES;02;20200731;00;;;20200731;5611203;;RUA;AUGUSTA;1315;TERREOTERREO;CONSOLACAO;01305100;SP;7107;11;23970320;;;;;LICENCIAMENTO@BURGERKING.COM.BR;;;13574594124596;Ativa;Lanchonetes e casas de chá;;;;;;;
37929232;0001;39;1;;02;20200731;00;;;20200731;5611201;5620104,5611203;RUA;RIBEIRO DE BARROS;1673;;VILA DUBUS;19015030;SP;6929;17;97285112;;;;;ENIOMANCINI2011@HOTMAIL.COM;;;37929232000139;Ativa;Restaurantes;;;;;;;
37929392;0001;88;1;;02;20200731;00;;;20200731;5611203;;RUA;SIZENANDO GOMES DE SA;83;CASA 1;PADROEIRA;06162130;SP;6789;11;84163987;;;;;DOUGLAS.1.2.3742@GMAIL.COM;;;37929392000188;Ativa;Lanchonetes e casas de chá;;;;;;;
37929522;0001;82;1;DOCES DA VALEN;02;20200731;00;;;20200731;4721102;1091102;RODOVIA;JOAO PAULO;2538;APT   104;JOAO PAULO;88030415;SC;8105;48;88524330;;;;;DOCESDAVALEN@GMAIL.COM;;;37929522000182;Ativa;Padaria e confeitaria;;;;;;;
37930337;0001;08;1;;02;20230705;00;;;20200731;5611203;;QUADRA;SAUS QUADRA 3;03;QUADRA 03;ASA SUL;70070030;DF;9701;61;84309079;;;;;DAYPERFECT92@GMAIL.COM;;;37930337000108;Ativa;Lanchonetes e casas de chá;;;;;;;
37931205;0001;09;1;;02;20200731;00;;;20200731;5611205;4723700,5611204;RUA;APARAJU;15;;PARQUE DA MOOCA;03127020;SP;7107;11;68801787;;;;;MAISA.VIEIRA1983@GMAIL.COM;;;37931205000109;Ativa;Bares com entretenimento;;;;;;;
37931447;0001;94;1;;02;20200731;00;;;20200731;5620104;;RUA;GOIAS;376;CONJ FUNDOS;ENGENHO DE DENTRO;20756120;RJ;6001;21;69273501;;;;;SANDRORAEL2019@GMAIL.COM;;;37931447000194;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37931549;0001;00;1;;02;20200731;00;;;20200731;5611203;5620104,5611201;RUA;SANTA CRUZ;660;;VILA MARIANA;04122000;SP;7107;11;98728613;;;;;JU.MOMOE@GMAIL.COM;;;37931549000100;Ativa;Lanchonetes e casas de chá;;;;;;;
37931827;0001;29;1;EXTRATOS;02;20200731;00;;;20200731;5611201;4729699;RUA;BREJO ALEGRE;711;;BROOKLIN PAULISTA;04557051;SP;7107;38;91085703;;;;;ILSONRIBEIRO160@GMAIL.COM;;;37931827000129;Ativa;Restaurantes;;;;;;;
37935427;0001;91;1;;02;20260116;00;;;20200731;5611205;5320202,8130300,4723700,5611203,3329501;RUA;NOVA CANTU;555;SALA;SITIO CERCADO;81925366;PR;7535;41;84022185;;;;;ROBERTORIBEIROCTBA41@GMAIL.COM;;;37935427000191;Ativa;Bares com entretenimento;;;;;;;
37935904;0001;19;1;;02;20200731;00;;;20200731;5620104;4322301,4330402,4330404;RUA;ISALTINO ANDRADE;8;;SENADOR VASCONCELOS;23015280;RJ;6001;21;30123695;;;;;RUFINOS.OBRAS@GMAIL.COM;;;37935904000119;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37936276;0001;96;1;;02;20200801;00;;;20200801;5611203;4723700,5611205;RUA;FIRMINA DE MATOS MOREIRA;403;;PRADO;96600000;RS;8587;53;84126779;;;;;PAULORENATOELIASFONSECA@GMAIL.COM;;;37936276000196;Ativa;Lanchonetes e casas de chá;;;;;;;
37936469;0001;47;1;;02;20200801;00;;;20200801;5611204;5611203;RUA;MAJOR SEZINO PEREIRA DE SOUZA 842;150;;CENTRO;83702970;PR;7435;41;99766249;;;;;;;;37936469000147;Ativa;Bares sem entretenimento;;;;;;;
37937044;0001;52;1;;02;20260714;00;;;20200801;5611201;5611203;RUA;SAO PAULO;291;;CENTRO;15210000;SP;6757;17;91148719;;;;;FELIPECASTILHA@HOTMAIL.COM;;;37937044000152;Ativa;Restaurantes;;;;;;;
37937735;0001;56;1;;02;20200801;00;;;20200801;5620104;1096100,4721102,1091102,1091101;RUA;DOS ALECRINS;101;CASA A;BAIRRO NOVO DO CARMELO;54759080;PE;2629;81;34561199;;;;;TATIANA-VEIGA@LIVE.COM;;;37937735000156;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37937965;0001;15;1;;02;20200801;00;;;20200801;5611205;;RUA;ITAQUARACI;606;ANDAR;BOA VISTA DO LOBATO;40487000;BA;3849;71;88211192;;;;;EJ.NIVEAJESUS@GMAIL.COM;;;37937965000115;Ativa;Bares com entretenimento;;;;;;;
37938144;0001;01;1;;02;20200801;00;;;20200801;5620104;;RUA;CITERIA;405;CASA 24;IRAJA;21231020;RJ;6001;21;99089499;;;;;DIVAARAUJO@YAHOO.COM;;;37938144000101;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37938332;0001;21;1;;02;20200801;00;;;20200801;5611205;;RUA;SANTA TERESINHA;374;;AMPARO;68035520;PA;0535;93;91456556;;;;;RAISONSILVAMAIA@GMAIL.COM;;;37938332000121;Ativa;Bares com entretenimento;;;;;;;
37938912;0001;19;1;;02;20200801;00;;;20200801;5611203;9511800;RUA;MANOEL FRANCISCO CORREIA;46;CASA;VILA NOVA;28907450;RJ;5813;21;96473463;;;;;LNM.1976.CRF@GMAIL.COM;;;37938912000119;Ativa;Lanchonetes e casas de chá;;;;;;;
37939913;0001;88;1;;02;20200802;00;;;20200802;5611201;1813001,1813099;RUA;JOAO GALINA;21;CASA 01;VILA OLINDA;06810355;SP;6401;11;42035707;;;;;HENRIQUENB9@GMAIL.COM;;;37939913000188;Ativa;Restaurantes;;;;;;;
37940344;0001;90;1;;02;20200802;00;;;20200802;5620104;;ESCADARIA;JAIR RAMOS;389;CASA ANDAR DE CIMA;MORRO DO SANTO ANTONIO;23902670;RJ;5801;24;33640352;;;;;GIL.GN80@GMAIL.COM;;;37940344000190;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37940760;0001;99;1;;02;20200802;00;;;20200802;5611203;;RUA;IVAN MARIA DA MOTTA;16;;PARQUE INTERLAGOS;12229822;SP;7099;12;88576106;;;;;DENISEFRANCO.SJC@GMAIL.COM;;;37940760000199;Ativa;Lanchonetes e casas de chá;;;;;;;
37941090;0001;25;1;;02;20250724;00;;;20200802;5611203;5229099;TRAVESSA;MARIZ E BARROS;2185;;MARCO;66080471;PA;0427;91;32361493;;;;;ADM.MARCIOCAVALCANTE@GMAIL.COM;;;37941090000125;Ativa;Lanchonetes e casas de chá;;;;;;;
37941433;0001;51;1;;02;20200802;00;;;20200802;5611205;4723700,5611204;RUA;ONZE;63;;RESIDENCIAL RECANTO DAS ARVORES;13180660;SP;7149;19;93567476;;;;;EDSON.43.LIMA@HOTMAIL.COM;;;37941433000151;Ativa;Bares com entretenimento;;;;;;;
37941453;0001;22;1;;02;20230901;00;;;20200802;5620104;4781400;QUADRA;QE 19 CONJUNTO K;26;;GUARA II;71050113;DF;9701;61;81839535;;;;;NESSA_CANDY@HOTMAIL.COM;;;37941453000122;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37942215;0001;31;1;;02;20240205;00;;;20200802;5611201;;RUA;MARTIM CORREIA DE SA;399;CASA;VILA IOLANDA(LAJEADO);08451090;SP;7107;11;25526906;;;;;HOLLISTED@HOTMAIL.COM;;;37942215000131;Ativa;Restaurantes;;;;;;;
37942469;0001;50;1;;02;20230906;00;;;20200802;5611203;;TRAVESSA;MAURITI;SN;BANCA AO LADO DO POSTO DE SAUDE FOOD TRUCK;PEDREIRA;66080650;PA;0427;91;84571169;;;;;ORANGEMANIABELEM@GMAIL.COM;;;37942469000150;Ativa;Lanchonetes e casas de chá;;;;;;;
37943078;0001;50;1;;02;20230201;00;;;20200803;5620104;;RUA;AMARO PEREIRA DA SILVA;1;CASA;SANTA BARBARA;29145010;ES;5625;27;97344573;;;;;LANIGUISOLFI@HOTMAIL.COM;;;37943078000150;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37943140;0001;03;1;;02;20200803;00;;;20200803;5611201;4723700,5611204,5611203;AVENIDA;NOSSA SENHORA DO DESTERRO;171;;MANHATTAN;38082290;MG;5401;34;92289466;;;;;VALDIRAP_12@HOTMAIL.COM;;;37943140000103;Ativa;Restaurantes;;;;;;;
37943475;0001;21;1;RESTAURANTE PRATO DA HORA;02;20200803;00;;;20200803;5611201;;RUA;114;145;;SETOR AEROPORTO;75705550;GO;9301;64;81192389;;;;;OFICECONTABILIDADE@YAHOO,.COM.BR;;;37943475000121;Ativa;Restaurantes;;;;;;;
37943969;0001;06;1;;02;20200803;00;;;20200803;5620104;1091102,4721102,5620101,9609299;AVENIDA;DOUTOR ALBERTO SARMENTO;890;SALA  07;BONFIM;13070711;SP;6291;19;32783070;;;;;WMERFADANTE@BOL.COM.BR;;;37943969000106;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37944005;0001;82;1;;02;20200803;00;;;20200803;5611201;5611203;AVENIDA;RAIMUNDO GONCALVES DE OLIVEIRA;SN;;CENTRO;59675000;RN;1685;84;81286634;;;;;JOAOPOTO@HOTMAIL.COM;;;37944005000182;Ativa;Restaurantes;;;;;;;
37945077;0001;44;1;RANCHO DO ALEMAO;02;20200803;00;;;20200803;5611203;5611201,5611205;RUA;JARAGUA DO SUL;10;;CENTRO;88380000;SC;8251;45;99448712;;;;;KARIN.A.DOBLER@GMAIL.COM;;;37945077000144;Ativa;Lanchonetes e casas de chá;;;;;;;
37945559;0001;02;1;;02;20241112;00;;;20200803;5620104;;QUADRA;CENTO E SETENTA NOVE - A (CJ PAAR);46;;MAGUARI;67145142;PA;0415;0;0;;;;;LIERTYCARDOSORIBEIRO85@GMAIL.COM;;;37945559000102;Ativa;Fornecimento de alimentos para consumo domiciliar;;;;;;;
37945571;0001;09;1;PADARIA E MERCADINHO ESTHER;02;20200803;00;;;20200803;4721102;4712100;RUA;CAMPOS DO JORDAO;01;;RECANTO ALEGRE;08383200;SP;7107;11;97657210;;;;;DIMASCPRIMEIRO@GMAIL.COM;;;37945571000109;Ativa;Padaria e confeitaria;;;;;;;
37948538;0001;32;1;COMBOS LANCHES;02;20200803;00;;;20200803;5611203;4712100,4723700,5611201;AVENIDA;RUI BARBOSA;7303;LOJA  3;CENTRO;83005340;PR;7885;41;96265784;;;;;CAROL1LOVE@LIVE.COM;;;37948538000132;Ativa;Lanchonetes e casas de chá;;;;;;;
